지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),평균 전운량(1/10),평균 지면온도(°C)
108,서울,2017-02-07,-2,-5.6,631,3,1512,,,3.5,270,2010,1.5,45.4,2.3,1014.4,1025.4,5.3,-.5
108,서울,2017-02-08,-2.2,-4.9,622,.6,1351,,,4.9,270,2101,2,50.1,2.6,1008.4,1019.4,6.8,-1.3
108,서울,2017-02-09,-5.3,-7.1,2353,-2.1,1332,,,6.7,290,924,3.8,47,1.9,1005.1,1016.1,1.5,-3.3
108,서울,2017-02-10,-6.6,-9.3,709,-2.5,1520,,,6.2,290,1002,4.1,44.3,1.6,1007.5,1018.6,.9,-3.1
108,서울,2017-02-11,-4.8,-9.2,451,.8,1514,,,5.6,290,1310,2.8,45.4,1.9,1013.5,1024.6,.3,-1.7
108,서울,2017-02-12,-2.2,-7.4,706,4.2,1437,,,4.8,250,1428,2.1,51.3,2.6,1017.8,1028.9,0,.2
108,서울,2017-02-13,.1,-5.4,709,6.1,1440,,,3.9,250,1514,1.6,59.6,3.8,1019.5,1030.5,4.3,.2
108,서울,2017-02-14,.3,-4,759,6.5,1506,,,4.2,290,545,2.5,46,2.8,1021.8,1032.8,0,3
108,서울,2017-02-15,1.8,-3.9,733,8,1524,,,3.4,200,1502,1.4,52.1,3.5,1018.9,1029.8,0,1.5
108,서울,2017-02-16,5.5,-1.9,727,10.3,2001,1.12,0,4.1,230,2339,2,63.9,6.2,1009,1019.6,5.8,2.8
108,서울,2017-02-17,.8,-5.2,2356,9,1,5.17,4,6.1,250,18,3.9,56.9,3.9,1010.8,1021.6,3.1,4.9
108,서울,2017-02-18,-2.6,-7,624,2.9,1524,,,6.2,320,1534,2.8,49.4,2.5,1014.9,1025.9,.6,.4
108,서울,2017-02-19,2.3,-3.4,647,5.7,1715,8.62,1,4.5,160,1219,1.9,68,4.9,1004.8,1015.5,7,.3
108,서울,2017-02-20,-1.5,-5.2,2353,5.4,2,3.08,.5,7.8,290,956,4.2,53.8,3.2,1007.1,1018,2.5,2.4
108,서울,2017-02-21,-.6,-7.6,712,6.9,1539,,,3.2,200,1459,1.6,37.1,2.1,1018.4,1029.4,4.5,1.1
108,서울,2017-02-22,1.7,-.9,2353,2.9,913,10.92,5.1,6.7,290,2341,2.7,70.8,4.8,1005.6,1016.4,9.9,.7
108,서울,2017-02-23,-1.5,-4.2,2348,2.1,1448,,,6.7,290,1430,3.8,56.4,3,1008.4,1019.3,1.1,1.7
108,서울,2017-02-24,-.8,-5.8,558,4.4,1412,,,5.5,250,1443,2.2,51.3,2.9,1013.4,1024.4,2.1,1.5
108,서울,2017-02-25,2.6,-2.8,707,8.4,1522,,,5.4,250,1436,2.3,63.6,4.5,1011.1,1021.9,1.8,3.2
108,서울,2017-02-26,3.6,-1.5,712,10.1,1443,,,5.2,290,1521,2.1,52.8,3.9,1014,1024.8,.1,4
108,서울,2017-02-27,3.7,-1.8,730,10.7,1416,,,4,270,1713,1.8,37.4,2.9,1016.4,1027.2,0,4.2
108,서울,2017-02-28,5.6,-1.3,717,12.3,1504,,,4.2,200,1813,2,41.5,3.6,1013.9,1024.6,2.1,4.8
108,서울,2017-03-01,5,2,2321,11.4,1300,7.67,5,5.9,270,1657,1.8,65,5.4,1006,1016.6,9.8,4.7
108,서울,2017-03-02,1.8,-1.1,2358,6.6,1646,2.92,.5,5.7,250,1524,3.1,59.5,4.1,1005.2,1015.9,4.1,5.7
108,서울,2017-03-03,3.3,-3.1,715,10.4,1445,,,5,270,1622,2.1,54.4,4.3,1009.6,1020.2,1.3,3.8
108,서울,2017-03-04,5.7,.1,651,12.7,1452,,,3.9,290,1557,1.6,60,5.2,1008.4,1019,.1,5.3
108,서울,2017-03-05,5.2,1.2,715,10.4,1433,3.17,.5,4.9,270,1941,2.1,71.6,6.2,1005.6,1016.2,6.1,5.4
108,서울,2017-03-06,.1,-2.8,649,4,1,,,6.7,290,1216,4,41.3,2.5,1006,1016.8,.5,2.9
108,서울,2017-03-07,-1.3,-4,707,2.9,1541,.42,0,6.5,320,1006,3.9,37.5,2,1006,1016.9,1,2.8
108,서울,2017-03-08,-.1,-5.3,508,5,1309,.58,0,6.2,200,1458,3.1,50.6,3.1,1003.9,1014.7,2.8,1.4
108,서울,2017-03-09,3.2,-2.7,409,10.7,1534,,,7.3,200,1306,3.1,47.3,3.5,1002.1,1012.7,.8,3.7
108,서울,2017-03-10,4.8,-1.2,648,12.2,1518,,,5,270,1640,2.2,37.4,3,1008.7,1019.3,.1,5.3
108,서울,2017-03-11,7.3,-.2,713,16.7,1508,,,5.2,270,1552,1.8,37.4,3.7,1012.4,1023,3,6.9
108,서울,2017-03-12,8.2,4.4,659,14,1433,1.25,0,6.1,270,1713,2,58.4,6.3,1010.2,1020.7,9,9
108,서울,2017-03-13,6.9,1.5,710,12.2,1518,,,5.1,320,503,2.5,49.8,4.7,1007.9,1018.4,3.4,8.7
108,서울,2017-03-14,5.8,1,701,10.9,1537,,,6,320,936,3.2,37.5,3.3,1008.2,1018.8,.5,7.9
108,서울,2017-03-15,6.3,.4,652,13.3,1502,,,5,270,1639,2.1,34.9,3.2,1012.3,1022.9,.1,8.3
108,서울,2017-03-16,6.2,1,701,13.4,1559,,,5.2,250,1727,1.9,41.8,3.7,1011.1,1021.7,3,8.2
108,서울,2017-03-17,7.7,1.2,709,15.7,1602,,,5.6,290,1903,2,43.1,4.2,1012.9,1023.5,1.9,9.5
108,서울,2017-03-18,9.5,5.9,530,16.1,1305,,,5.9,270,1453,2.3,34.1,3.8,1013.8,1024.3,3.5,11.6
108,서울,2017-03-19,10.9,3.2,642,18.9,1424,,,4.1,320,1953,1.6,36,4.3,1014.9,1025.4,.3,12.7
108,서울,2017-03-20,10.2,6,526,15.5,1503,,,4.3,270,1956,1.8,40.4,4.9,1008.5,1018.9,8.3,10.4
108,서울,2017-03-21,7.4,4.3,705,12.6,1727,,,6.2,290,901,3.1,48.1,4.8,1005.8,1016.3,2,8.9
108,서울,2017-03-22,7.6,1.9,623,14.1,1519,,,5.4,290,1827,2.5,32.8,3.2,1010.2,1020.7,4.8,11.2
108,서울,2017-03-23,9.1,5.1,648,15,1420,,,5.4,230,1721,2.2,34,3.8,1009.8,1020.3,4.6,11.8
108,서울,2017-03-24,8.7,3.9,625,15.2,1520,,,4.9,270,1751,2.1,41.4,4.6,1010.4,1020.9,6.8,11.3
108,서울,2017-03-25,8.1,5,2359,12.6,1250,,,4.9,200,1456,2.1,41.1,4.3,1008.8,1019.3,6,9.9
108,서울,2017-03-26,7.3,4.8,610,11.6,1312,,,5,270,1742,2.2,53.1,5.3,1007.8,1018.3,7.1,11.2
108,서울,2017-03-27,6.1,4.4,649,10.9,1423,2.58,.4,8.5,320,1504,2.5,67.4,6.3,1009.3,1019.9,6,7
108,서울,2017-03-28,7.1,2.5,447,12.7,1408,,,4.6,230,1553,1.9,59.8,5.7,1012.5,1023.1,6.4,10.1
108,서울,2017-03-29,8.8,4.7,452,14.4,1450,,,4.6,270,1648,2.3,54.9,5.9,1012,1022.5,4.3,13.2
108,서울,2017-03-30,10.6,4.1,638,17.1,1404,,,4.4,290,1610,1.9,50,6.1,1010.9,1021.4,4.9,13.9
108,서울,2017-03-31,8.6,4.9,2347,12.4,1036,9.17,1.5,4.9,50,1556,2.4,70.6,7.8,1007.8,1018.3,8.3,8.8
108,서울,2017-04-01,9,4.8,7,15.1,1450,.67,1,5.2,250,1437,2.1,60.5,6.7,1005.5,1015.9,4.8,14.6
108,서울,2017-04-02,9,3.1,534,15.8,1512,,,5.3,230,1645,2.1,53.1,5.7,1008.1,1018.6,.9,13.1
108,서울,2017-04-03,11.4,4.3,630,19.2,1514,,,5.4,290,1428,2.1,45.6,5.8,1012.1,1022.5,0,15.5
108,서울,2017-04-04,14.1,6.7,633,21.8,1413,,,5,270,1508,2,35.3,5.3,1013.1,1023.4,4,17.5
108,서울,2017-04-05,12,10.8,1635,14.2,1210,15.5,37.5,5.5,50,1614,2.4,66,9.2,1006.2,1016.5,9.9,11
108,서울,2017-04-06,10.4,9.4,835,12.4,1,9.17,3,5.1,200,141,2.4,90,11.3,1001.9,1012.3,9.6,11.9
108,서울,2017-04-07,14.5,9,323,23.5,1539,,,4.8,290,618,2.1,68.1,10.8,1003.6,1013.8,6.8,16.6
108,서울,2017-04-08,13,8.6,647,19.9,1546,1.83,.5,5.6,250,1623,2.5,74.5,10.9,1002.2,1012.5,8.3,16.5
108,서울,2017-04-09,14.8,10.6,627,20.5,1434,3.75,.5,5.8,70,1128,2.8,59.6,9.5,1003.8,1014,8,17.4
108,서울,2017-04-10,16.5,10.1,636,23.3,1609,,,5.4,70,917,2.8,25.8,4.4,1001.5,1011.6,5.5,19
108,서울,2017-04-11,15.3,11.5,2357,20.2,1440,,,6.8,250,1250,3.2,36.8,6.5,995.9,1006,5.3,17.2
108,서울,2017-04-12,11.5,8.8,2328,16.4,1433,,,7,250,1302,3.7,21.8,2.8,1004.5,1014.8,1.9,16.3
108,서울,2017-04-13,12.7,6.3,604,19.6,1539,.42,0,5.4,200,1855,2.5,54,7.4,1005.9,1016.1,3,16.5
108,서울,2017-04-14,13,10.1,559,17.7,1033,4.58,6,8.1,200,1136,3.5,57.9,8.6,1001.6,1011.8,6.9,12.5
108,서울,2017-04-15,16.8,10.9,305,24.3,1436,,,5.2,270,1516,2.2,59.4,10.7,1003.5,1013.6,3.3,18.6
108,서울,2017-04-16,18.7,12.9,639,24.4,1417,,,3.8,270,1434,1.4,52.9,10.9,1004.1,1014.2,8.1,19.7
108,서울,2017-04-17,14.7,11.2,2356,18,1033,5.83,5.5,6.4,320,1243,2.2,66.5,10.9,992.1,1002.1,8.3,13.2
108,서울,2017-04-18,11.7,9.4,2347,17.4,1109,3.5,7.5,6.1,230,1352,2.5,76.5,10.4,988.8,999,5.3,11.2
108,서울,2017-04-19,12.6,7,457,18.4,1506,,,6.6,270,1157,2.9,43.1,5.9,999.9,1010.1,2,15.2
108,서울,2017-04-20,12.9,9.9,606,18.2,1403,.42,.1,4.8,230,1707,2.3,45.4,6.6,1002.2,1012.4,7.4,13.4
108,서울,2017-04-21,13.1,7.6,536,19.3,1326,,,4.8,270,1440,2,56.5,8.2,1000.9,1011.1,3.1,15.9
108,서울,2017-04-22,14.8,8.5,517,22.5,1509,,,6.6,270,1714,2.1,48.4,7.4,1002.8,1012.9,.5,19.9
108,서울,2017-04-23,14.9,8.9,544,21.7,1521,,,6.3,200,1402,2.4,40,6.2,1006.8,1017,.1,19.3
108,서울,2017-04-24,15.1,8.3,552,21.3,1308,,,6.2,230,1614,2.7,39.4,6.4,1008.5,1018.7,4.8,18.3
108,서울,2017-04-25,16,12.9,637,20.4,1242,,,5.1,250,1248,2.7,56.8,10.3,1008.1,1018.3,7.9,18.4
108,서울,2017-04-26,15.1,10.5,643,20.2,1410,,,6.4,290,1509,3.3,36,5.7,1005.6,1015.8,2,21.8
108,서울,2017-04-27,13.6,7.9,547,19.8,1429,,,6.7,270,1419,3.3,41.8,6,1001.4,1011.6,.4,20.2
108,서울,2017-04-28,14.4,8.9,605,21.5,1317,,,6.5,270,1337,3,57.3,8.9,995,1005.1,3.3,19.1
108,서울,2017-04-29,17.1,9.6,545,23.7,1503,,,6.1,230,1706,2.7,44.3,7.8,996.5,1006.5,0,22.1
108,서울,2017-04-30,19.3,13.7,530,27.8,1416,,,5,230,1642,2.6,57.9,12.4,997.3,1007.2,0,24.2
108,서울,2017-05-01,20.1,12.8,552,28.3,1525,,,4.7,270,1653,1.9,50.8,10.9,1005.9,1015.9,0,25.8
108,서울,2017-05-02,20.7,15.2,538,28,1435,,,4.5,270,1804,2.1,42,9.7,1011.1,1021.1,3.1,25.4
108,서울,2017-05-03,21.5,14.5,613,30.2,1455,,,7.4,270,1805,2,34.1,8.2,1010.5,1020.5,0,27.2
108,서울,2017-05-04,21,14.8,552,27.5,1416,,,5.4,270,1951,2,43.6,10.6,1006,1016,7.4,25.4
108,서울,2017-05-05,20.9,15.5,2400,27,1418,,,6.9,270,1652,3.2,53.4,13,1003.4,1013.4,5.1,28.4
108,서울,2017-05-06,14.9,10,601,19.3,1247,,,8.1,250,1340,3.8,32,5.4,1005,1015.2,.9,22.3
108,서울,2017-05-07,16.6,10.9,534,22.8,1528,,,6.5,250,1619,3.2,42.6,7.4,1003.5,1013.6,.5,23.6
108,서울,2017-05-08,17.9,11.1,536,23.5,1336,,,4.4,250,1353,2.1,43.6,9,1003.6,1013.6,7.3,21.7
108,서울,2017-05-09,17.1,15.3,510,22.6,1356,7.67,2.5,3.9,70,1410,1.6,62.6,12,1000.5,1010.6,9.4,19.7
108,서울,2017-05-10,16.4,14.2,723,20.8,1645,6,2.5,5.8,270,1738,2.5,73,13.5,999.6,1009.7,6.9,18.4
108,서울,2017-05-11,19.3,13.1,411,24.8,1652,.75,0,4.3,200,1506,1.8,65.3,14.4,1001.1,1011.1,7.6,21.6
108,서울,2017-05-12,19.1,16.8,2358,21.1,1222,,,5,230,1616,2.1,71.6,15.8,998.7,1008.6,8,17.6
108,서울,2017-05-13,16.4,12.4,2400,22.6,1155,1.75,6,8.5,230,1507,3.1,77.8,14.3,995.6,1005.6,6.8,17.2
108,서울,2017-05-14,15.7,11,604,20.7,1526,,,6.7,270,1210,3.7,58.3,9.8,999.2,1009.3,.6,19.9
108,서울,2017-05-15,16,12.3,401,20.1,1348,.42,0,4.8,270,1606,2.8,61.4,11,1001.5,1011.6,5.5,20.7
108,서울,2017-05-16,17.1,13.3,430,22.3,1515,,,4.2,270,1538,2,60.5,11.4,1000.6,1010.6,6.4,22
108,서울,2017-05-17,18.6,12.3,538,25.9,1506,,,5.4,270,1837,2.1,51.5,10.6,1001.1,1011.1,.6,25.8
108,서울,2017-05-18,20.4,13.9,446,26.9,1533,,,5.5,250,1339,2.3,41.9,9.8,1005.5,1015.5,1.5,27.2
108,서울,2017-05-19,21.1,15.1,541,27.9,1444,,,5.5,290,1651,2.6,42.6,9.9,1006.7,1016.6,0,28.9
108,서울,2017-05-20,20.9,15.4,522,27.3,1314,,,5.7,270,1532,2.4,44,10.4,1005.7,1015.7,5.1,27.8
108,서울,2017-05-21,21.5,16,514,27.6,1453,,,4.7,250,1423,2.3,48.1,11.8,1004.9,1014.8,2.8,30.6
108,서울,2017-05-22,21.8,15.9,532,28,1432,,,5,290,1902,2,53.6,13.4,1003.8,1013.7,2.8,29
108,서울,2017-05-23,20,17.2,413,24.4,1140,4.33,5,4.4,230,1456,1.9,68,15.6,1000.6,1010.5,9.1,23.6
108,서울,2017-05-24,21.8,16.9,614,27.8,1545,.67,.1,4.6,290,1616,2,60.4,15,998,1007.9,2.9,27
108,서울,2017-05-25,19.2,14.4,2352,24.4,1357,,,7,290,1412,3.4,45.6,9.8,994.9,1004.9,.9,25.9
108,서울,2017-05-26,17.7,12.4,406,23.2,1633,,,5.3,290,817,2.9,41.5,8.2,997.7,1007.7,1.9,26.1
108,서울,2017-05-27,19.5,13.7,528,26.4,1424,,,4.9,270,1720,2.2,46.1,9.8,1001.7,1011.7,.1,28.4
108,서울,2017-05-28,21.2,14.4,450,27.9,1508,,,5.4,230,1443,2.7,50.6,12.6,1001.4,1011.3,1,28.3
108,서울,2017-05-29,22.9,18.1,430,29.3,1434,,,5.3,270,1401,2.3,61.8,16.6,1001.7,1011.6,4.6,29.8
108,서울,2017-05-30,23.6,18.6,420,30.3,1440,,,5.4,230,1453,2.4,43.5,11.3,999.4,1009.2,6,29.1
108,서울,2017-05-31,23.3,17.7,456,29.6,1622,,,4.8,290,1815,1.9,49.1,13.6,992.9,1002.7,5.4,30.7
108,서울,2017-06-01,23.3,20,2357,27,1249,,,6.2,270,1538,3.1,51.8,14.6,989.2,998.9,4.3,31.4
108,서울,2017-06-02,20.5,15.5,530,25.6,1329,.92,0,5.2,250,1716,2.8,37.4,8.6,994,1003.9,3.1,29.1
108,서울,2017-06-03,20.5,16.1,533,26.5,1614,,,6.2,230,1702,3,44,10.2,997.5,1007.4,1.9,31.2
108,서울,2017-06-04,21.7,15.1,533,28.1,1541,,,5.6,270,1656,2.6,36.9,8.9,1001.4,1011.3,1.8,30.3
108,서울,2017-06-05,24.2,16.4,536,30.3,1655,.5,0,4,70,2338,1.9,33.3,9.4,1004.5,1014.3,4.9,32.8
108,서울,2017-06-06,19.4,14.5,2103,23.9,1341,10.75,15.5,5,90,1909,2.5,60,12.7,1002.6,1012.6,9.8,21.6
108,서울,2017-06-07,17.6,15.1,1,19.2,1339,14.58,12.5,4.6,270,1534,2.4,91.4,18.3,994.7,1004.7,8.8,17.8
108,서울,2017-06-08,20.1,15.1,425,25.9,1412,,,5.5,250,1602,2.8,67.3,15.3,999.7,1009.6,3.9,23.1
108,서울,2017-06-09,21.2,17.9,133,25.7,1412,1.08,.1,6.4,200,1423,3.3,69.8,17.3,996.8,1006.6,6.9,23.8
108,서울,2017-06-10,21.5,16.7,646,27.5,1609,3.83,4.5,4,320,1344,2.3,46.8,10.8,996.9,1006.7,6.9,22.4
108,서울,2017-06-11,22.8,14.8,553,29.6,1608,,,5.5,290,1339,2.2,33.8,8.8,998.3,1008.1,1,26.8
108,서울,2017-06-12,22.1,17,531,28,1554,,,4.9,270,1712,2.8,45.5,11.7,1004.1,1014,4.9,27
108,서울,2017-06-13,21.5,18.3,458,25.9,1533,.33,0,6.1,270,1621,2.4,63,15.9,1004.1,1014,7,28.7
108,서울,2017-06-14,21.8,17.8,458,26.8,1458,,,5.4,270,1527,2.8,63,15.9,1000.8,1010.7,1.6,30.1
108,서울,2017-06-15,23.1,18,505,29.6,1503,,,5.4,230,1520,2.5,62.4,16.8,998.1,1007.9,1.5,30.5
108,서울,2017-06-16,25.5,20,505,32.7,1448,,,4.6,230,1727,2.2,55.8,17.3,999.3,1009,1.3,32.5
108,서울,2017-06-17,24.2,20.6,610,29.9,1551,,,5,290,1640,2.4,52.3,15.3,1000.5,1010.3,0,32.2
108,서울,2017-06-18,24.3,18.6,506,31.8,1442,,,5.3,270,1617,2.3,52,14.9,1000.2,1010,.8,32.4
108,서울,2017-06-19,24.8,19.5,437,30.2,1526,,,4.2,250,1238,1.8,50.9,14.9,999.4,1009.2,5.6,30.4
108,서울,2017-06-20,26,20,513,32.7,1340,1.83,0,5,270,1541,2.1,43.4,14.1,995,1004.7,6.6,30.3
108,서울,2017-06-21,25.4,21.7,2351,31.6,1404,.75,0,6.3,230,1505,2.9,52.6,16.4,995.6,1005.2,3,34
108,서울,2017-06-22,25.3,21.2,137,30.4,1351,,,4.9,250,1403,2.5,57.3,17.9,998.7,1008.4,3.9,34.8
108,서울,2017-06-23,26.7,21.3,543,34.1,1340,,,5.7,270,1653,2,53,17.9,996.2,1005.8,4.1,34.6
108,서울,2017-06-24,24.5,21.5,2358,27.8,1139,9.17,3.5,5.2,290,1606,1.2,60.4,18.2,993.3,1003,9.5,26.3
108,서울,2017-06-25,23.8,21,443,28.4,1337,3.42,1.5,3.6,320,1900,1.5,75.4,21.8,992.6,1002.3,7.1,24.4
108,서울,2017-06-26,23.1,20.1,901,29.9,1508,8.5,29,6.4,180,1633,2.2,76.9,21.1,997.3,1007,8.8,24.5
108,서울,2017-06-27,25.2,20.8,412,30.5,1515,.67,0,4.3,230,1630,2.2,67.5,21.2,999.7,1009.5,6.4,27.3
108,서울,2017-06-28,26,22.5,440,30.5,1554,,,4.6,270,1537,2.1,63.5,21,1001.9,1011.6,6.1,27
108,서울,2017-06-29,26.2,21.9,532,31.5,1522,,,4.7,270,1817,2.2,64.8,21.3,1001.1,1010.8,3.8,29.5
108,서울,2017-06-30,25.9,22.2,451,30.9,1445,,,4.3,270,1611,2.2,65.9,21.5,998.2,1007.9,4.9,31.4
108,서울,2017-07-01,25.3,22.4,558,30.7,1448,4.25,.5,4.6,200,1612,2,73.6,23.3,997.4,1007.2,9.4,30.5
108,서울,2017-07-02,24.3,21.9,2358,26.8,1332,21.33,92,7.3,290,2035,2.5,90.5,27.4,996.8,1006.6,10,24.7
108,서울,2017-07-03,24.7,21.9,5,27.4,1332,9.08,67.5,6.2,230,359,3.5,87.6,27,995.7,1005.4,9.9,25.1
108,서울,2017-07-04,26.7,23.8,552,31.6,1436,4,.5,4.9,270,1539,2,74.5,25.6,996,1005.6,6.5,28.3
108,서울,2017-07-05,27.4,23.3,415,32.6,1708,,,4.1,270,1801,1.5,66.9,23.8,1000,1009.6,4.8,27.2
108,서울,2017-07-06,27.6,23.9,532,34.6,1519,1.95,34,5.3,160,1802,1.7,72.3,25.9,1000.1,1009.7,7.1,31.1
108,서울,2017-07-07,26.4,24.4,524,28.4,1415,10.67,16.5,4.8,180,1736,2,80.8,27.7,997.7,1007.4,9.5,26.4
108,서울,2017-07-08,26,24.6,851,27.6,1432,8.17,4.5,5,200,712,2.6,83.3,27.8,996.5,1006.2,9.9,25.9
108,서울,2017-07-09,26.3,23.8,2359,30.3,1436,11.1,32.5,3.1,160,1320,1,88,29.8,996.3,1006,9.6,27.4
108,서울,2017-07-10,24,22.6,2223,25.4,1000,21.08,144.5,5.9,230,1404,2.3,96.5,28.7,991.1,1000.8,10,24.4
108,서울,2017-07-11,26,22.2,436,30.9,1530,2.25,1,4.4,230,1707,2.1,81.4,26.9,997.2,1006.9,8.8,27.2
108,서울,2017-07-12,27.1,24.9,2358,31.1,1609,3.92,0,4.6,270,1738,2.3,75.9,26.8,1000.2,1009.9,6.1,29.2
108,서울,2017-07-13,27.6,23.1,531,32.1,1446,,,4,250,1531,1.5,71,25.7,998,1007.6,2.6,29.2
108,서울,2017-07-14,28.7,26.1,556,33,1409,.5,0,6,230,1607,2.1,68.4,26.6,998,1007.6,7,30.7
108,서울,2017-07-15,25,23.4,523,27.3,1,15.67,42.5,5.2,230,1618,2.2,89,28,999.5,1009.2,10,25.7
108,서울,2017-07-16,26.2,23.4,446,28.8,1439,7.08,22.5,4.3,230,1615,1.4,83.4,27.9,1001.8,1011.5,9.4,27.1
108,서울,2017-07-17,26.8,24,2340,29,1146,2.17,7.5,4.3,250,1344,2,77.3,26.9,1001.9,1011.6,9.1,28.1
108,서울,2017-07-18,26.5,23.9,28,30.7,1644,8.83,2.5,3.5,290,1629,1.6,80.6,27.5,999.5,1009.2,7.4,27.5
108,서울,2017-07-19,28.3,24.5,604,34.1,1522,,,4.6,270,1623,1.8,71.4,26.9,997.1,1006.7,5.9,29.6
108,서울,2017-07-20,29.9,26,437,34.9,1456,,,4.8,290,1628,2.2,66.1,27.4,996.6,1006.2,2.4,33.2
108,서울,2017-07-21,29.8,27.3,534,32.4,1643,,,3.9,230,246,2.5,73.1,30.5,998.2,1007.8,8.6,30.7
108,서울,2017-07-22,29.3,27.5,831,32.5,1534,6.5,.5,4,230,1454,2.3,75.8,30.6,999.1,1008.7,9.5,30.9
108,서울,2017-07-23,27,26.1,1016,28.1,1,8,133.5,4.1,270,1716,2.1,89.5,31.7,994.9,1004.5,9.8,26.7
108,서울,2017-07-24,26.2,25.6,430,27.3,1052,3.75,3,2.7,50,1451,1.2,82.3,27.9,992.9,1002.5,9.4,26.8
108,서울,2017-07-25,29.4,24.6,538,35.4,1604,,,4.6,70,2126,1.9,64.1,25.4,993.9,1003.4,4.3,31.7
108,서울,2017-07-26,28.7,24.2,539,32.8,1557,,,4.8,90,906,2.7,55.6,21.5,997.6,1007.2,3.5,32.5
108,서울,2017-07-27,27.1,24.9,620,29.7,1501,3.33,3.5,3.6,90,931,1.9,62.5,22.1,998.2,1007.9,9.4,29
108,서울,2017-07-28,25.5,24.8,456,26.9,1734,13.25,8.5,3.1,70,2208,1.5,92.1,29.9,998,1007.8,9.6,25.9
108,서울,2017-07-29,27.2,25,107,30.1,1616,.75,0,3.9,70,1000,2.3,72.3,25.8,997.6,1007.2,7.5,27.5
108,서울,2017-07-30,27.9,24.7,449,32.6,1541,,,4.2,290,1747,1.9,64.4,23.8,997.2,1006.8,7.9,29.9
108,서울,2017-07-31,25.7,24.8,2359,27.1,1,10.08,3.5,3.5,200,1630,1.4,82.3,27.1,998.9,1008.6,9.6,26.1
108,서울,2017-08-01,28.6,24.1,617,33,1428,3.25,2,3.3,50,734,1.7,73,28,1000.1,1009.7,7,29.4
108,서울,2017-08-02,30,26.6,531,33,1619,,,2.5,340,1458,1.3,71.9,30.2,997.4,1006.9,5.1,30.4
108,서울,2017-08-03,30.2,27.2,610,33.9,1518,,,4.3,140,1236,2.2,60.6,25.4,995.2,1004.8,5.6,32.8
108,서울,2017-08-04,30.3,25.9,600,35.3,1639,,,4.6,340,1853,2.1,60.1,25.6,995.5,1005,6.3,34.6
108,서울,2017-08-05,31.4,27.6,555,34.8,1622,.25,0,5.3,290,1517,1.9,63,28.7,993.4,1002.9,4.1,35.8
108,서울,2017-08-06,29.8,28.2,1051,34,1639,1.33,5,4.6,160,1024,1.9,71.9,29.9,990.9,1000.3,6.9,32.1
108,서울,2017-08-07,29.2,26.4,444,34.4,1523,,,5.3,290,1648,2.4,68.1,26.9,989.7,999.3,3.3,33.6
108,서울,2017-08-08,28.2,25.5,620,31,1753,,,5,290,1434,1.9,67.1,25.3,989.8,999.4,8,30.5
108,서울,2017-08-09,27.6,24.6,2359,32,1545,3.83,2.5,4,90,1640,2.3,66.4,24.1,988.1,997.7,9.1,32
108,서울,2017-08-10,24.8,23.9,510,26.3,1517,21,5.5,3.4,70,1055,2,89.9,28.1,991,1000.7,9.9,27.4
108,서울,2017-08-11,27,23.9,248,32.4,1608,2,.5,4.1,50,947,2.3,72.5,25.5,996.4,1006,5.9,29.4
108,서울,2017-08-12,27.8,23.2,545,32.6,1346,,,3.9,90,925,2.1,60.3,22.2,1000.6,1010.2,5.6,29.2
108,서울,2017-08-13,26.3,24.2,733,28.4,1400,1.58,0,5,50,2304,2.8,62.1,21.1,1000.4,1010.1,8.9,27.8
108,서울,2017-08-14,24.6,23.1,1945,27.1,1212,10.25,1.5,5.7,70,1651,3.6,67.5,20.9,996.2,1005.8,9.6,25.4
108,서울,2017-08-15,21.9,20.8,2236,24,12,22.42,93.5,5.5,70,1934,3.6,93.8,24.5,993.2,1003,10,22.9
108,서울,2017-08-16,23.3,20.5,455,26.8,1426,7.92,2,5.1,70,936,3.7,80.5,22.8,995.5,1005.3,9.6,24.6
108,서울,2017-08-17,24.8,21.2,341,27.7,1449,1.58,.5,3.9,70,133,2.1,77.1,24,998,1007.8,8.1,26.1
108,서울,2017-08-18,26.3,23.9,535,30.6,1620,.5,0,3.7,290,1742,1.3,75.6,25.5,1001,1010.7,8.3,26.8
108,서울,2017-08-19,26.1,23.1,609,28.7,1359,5,0,3.3,70,832,2,75.8,25.4,1001.9,1011.6,8.1,26.9
108,서울,2017-08-20,23.2,22,726,25.8,1,22.75,124.5,4.7,70,548,2.9,95.6,27.1,998.6,1008.3,10,23.8
108,서울,2017-08-21,25.8,23.7,1,29.2,1627,4.42,5,5.3,230,1657,2.4,81.5,26.9,997.1,1006.7,7.6,26.9
108,서울,2017-08-22,27.3,23.4,610,31.5,1634,,,3.7,230,1516,1.9,70.6,25.1,1001.9,1011.6,4.4,29
108,서울,2017-08-23,27.2,24.6,617,30.2,1459,9.92,31.5,6.2,230,1620,2.6,84.1,30.3,1001.3,1011,9.4,27.4
108,서울,2017-08-24,26.5,23.9,2400,28.1,1206,11.42,14,7.7,200,1304,4,85.3,29.4,996,1005.6,7.9,25.7
